event_time,title,k,atr_pips,impulse_pips,atr_mult,direction,risk_pips,pnl_1.5,pnl_2.5
2016-05-06T12:30:00+00:00,Employment Situation (NFP),1,10.19270833333331,-70.59999999999845,6.926520183954896,-1,110.39999999999938,22.600000000000488,22.600000000000488
2016-05-17T12:30:00+00:00,Consumer Price Index,1,11.404166666666601,-6.299999999999084,0.5524296675191045,-1,6.399999999999739,8.3999999999985,14.800000000000459
2016-06-03T12:30:00+00:00,Employment Situation (NFP),1,9.893750000000075,65.79999999999808,6.650663297536078,1,65.99999999999939,-67.19999999999939,-67.19999999999939
2016-06-15T18:00:00+00:00,FOMC Statement (scheduled),1,13.135416666666584,6.299999999999084,0.4796193497223758,1,18.000000000000238,25.800000000001468,43.799999999999486
2016-06-16T12:30:00+00:00,Consumer Price Index,1,15.09583333333321,-8.099999999999774,0.5365719017388798,-1,19.199999999999218,27.599999999999937,46.79999999999693
2016-07-08T12:30:00+00:00,Employment Situation (NFP),1,14.251041666666445,-28.900000000000592,2.027921935531101,-1,31.999999999998696,-33.199999999998695,-33.199999999998695
2016-07-15T12:30:00+00:00,Consumer Price Index,1,20.17291666666687,-47.29999999999901,2.3447278735928223,-1,47.29999999999901,69.74999999999851,117.04999999999752
2016-07-27T18:00:00+00:00,FOMC Statement (scheduled),1,13.483333333333357,1.6000000000016001,0.11866501854152761,1,29.400000000001647,42.900000000002464,72.30000000000412
2016-08-05T12:30:00+00:00,Employment Situation (NFP),1,10.203125000000254,-45.100000000000136,4.420214395099444,-1,56.80000000000129,16.39999999999984,16.39999999999984
2016-08-16T12:30:00+00:00,Consumer Price Index,1,9.597916666666725,-20.599999999999508,2.14629911004986,-1,54.499999999999545,-55.69999999999955,-55.69999999999955
2016-09-02T12:30:00+00:00,Employment Situation (NFP),1,9.527083333333414,49.70000000000141,5.216706757052368,1,77.4000000000008,-36.400000000001896,-36.400000000001896
2016-09-16T12:30:00+00:00,Consumer Price Index,1,9.793749999999953,-19.500000000001183,1.9910657306957271,-1,19.500000000001183,28.050000000000665,47.55000000000406
2016-09-21T18:00:00+00:00,FOMC Statement (scheduled),1,8.867708333333233,40.40000000000043,4.555855750029467,1,66.6000000000011,-67.8000000000011,-67.8000000000011
2016-10-07T12:30:00+00:00,Employment Situation (NFP),1,33.40520833333333,25.800000000000267,0.7723346534036066,1,46.39999999999978,68.40000000000077,76.80000000000028
2016-10-18T12:30:00+00:00,Consumer Price Index,1,12.535416666666702,12.700000000001044,1.013129466511631,1,13.400000000001189,-14.600000000001188,-14.600000000001188
2016-11-02T18:00:00+00:00,FOMC Statement (scheduled),1,10.383333333333217,-2.9999999999996696,0.28892455858745136,-1,11.200000000000099,-12.400000000000098,-12.400000000000098
2016-11-04T12:30:00+00:00,Employment Situation (NFP),1,10.475000000000044,3.7999999999982492,0.36276849641987907,1,12.999999999998568,18.299999999998963,31.29999999999531
2016-11-17T13:30:00+00:00,Consumer Price Index,1,13.041666666666572,-14.300000000000423,1.0964856230032354,-1,24.200000000000887,-25.400000000000887,-25.400000000000887
2016-12-02T13:30:00+00:00,Employment Situation (NFP),1,12.085416666666667,27.399999999999647,2.26719531115322,1,26.699999999999502,38.850000000000364,65.54999999999764
2016-12-14T19:00:00+00:00,FOMC Statement (scheduled),1,9.857291666666827,-109.6000000000008,11.118672725351269,-1,109.6000000000008,69.50000000000132,69.50000000000132
2016-12-15T13:30:00+00:00,Consumer Price Index,1,16.789583333333276,11.900000000000244,0.7087728005956244,1,16.899999999999693,-18.099999999999692,-18.099999999999692
2017-01-06T13:30:00+00:00,Employment Situation (NFP),1,11.04270833333335,-7.399999999999629,0.6701254598622426,-1,36.70000000000062,53.85000000000093,90.55000000000155
2017-01-18T13:30:00+00:00,Consumer Price Index,1,14.243749999999892,-4.899999999998794,0.34401053093453837,-1,19.000000000000128,-20.200000000000127,-20.200000000000127
2017-02-01T19:00:00+00:00,FOMC Statement (scheduled),1,10.8791666666667,14.899999999999913,1.3695901953274485,1,19.500000000001183,28.050000000002886,31.099999999998442
2017-02-03T13:30:00+00:00,Employment Situation (NFP),1,9.876041666666604,17.900000000001803,1.812467039342036,1,40.60000000000174,-13.600000000001298,-13.600000000001298
2017-02-15T13:30:00+00:00,Consumer Price Index,1,8.733333333333254,-30.600000000000627,3.503816793893233,-1,30.700000000001282,-31.90000000000128,-31.90000000000128
2017-03-10T13:30:00+00:00,Employment Situation (NFP),1,8.445833333333313,20.999999999999908,2.4864331524420273,1,26.500000000000412,2.2000000000000695,2.2000000000000695
2017-03-15T12:30:00+00:00,Consumer Price Index,1,9.369791666666595,-6.399999999999739,0.6830461367426123,-1,7.399999999999629,-8.599999999999628,-8.599999999999628
2017-03-15T18:00:00+00:00,FOMC Statement (scheduled),1,8.901041666666554,54.3999999999989,6.111644236395506,1,60.19999999999914,16.00000000000166,16.00000000000166
2017-04-07T12:30:00+00:00,Employment Situation (NFP),1,7.594791666666554,-4.599999999999049,0.6056782334383696,-1,22.500000000000853,32.550000000001276,55.05000000000213
2017-04-14T12:30:00+00:00,Consumer Price Index,1,5.33958333333325,12.700000000001044,2.3784627389779933,1,12.600000000000389,17.699999999999473,16.19999999999853
2017-05-03T18:00:00+00:00,FOMC Statement (scheduled),1,7.617708333333117,-21.899999999999142,2.8748803500615034,-1,39.29999999999989,12.999999999999769,12.999999999999769
2017-05-05T12:30:00+00:00,Employment Situation (NFP),1,6.517708333333381,4.899999999998794,0.7517979862552034,1,18.299999999999983,26.249999999999975,10.8000000000009
2017-05-12T12:30:00+00:00,Consumer Price Index,1,7.41874999999996,35.199999999999676,4.7447346251052895,1,35.30000000000033,-1.2,-1.2
2017-06-02T12:30:00+00:00,Employment Situation (NFP),1,7.281249999999939,37.499999999999204,5.150214592274612,1,37.700000000000514,-23.399999999998887,-23.399999999998887
2017-06-14T12:30:00+00:00,Consumer Price Index,1,7.956249999999965,38.899999999999494,4.889238020424152,1,38.7000000000004,-39.900000000000404,-39.900000000000404
2017-06-14T18:00:00+00:00,FOMC Statement (scheduled),1,9.333333333333208,-17.599999999999838,1.885714285714294,-1,31.600000000000517,46.19999999999966,46.10000000000123
2017-07-07T12:30:00+00:00,Employment Situation (NFP),1,7.566666666666647,11.299999999998533,1.4933920704843915,1,26.599999999998847,-27.799999999998846,-27.799999999998846
2017-07-14T12:30:00+00:00,Consumer Price Index,1,6.44270833333326,28.900000000000592,4.485691188359076,1,29.000000000001247,42.30000000000076,71.30000000000423
2017-07-26T18:00:00+00:00,FOMC Statement (scheduled),1,7.442708333333404,30.90000000000037,4.151714485654314,1,38.79999999999883,56.999999999997144,50.70000000000027
2017-08-04T12:30:00+00:00,Employment Situation (NFP),1,6.530208333333348,-27.69999999999939,4.241824852448454,-1,31.29999999999855,45.74999999999672,77.04999999999748
2017-08-11T12:30:00+00:00,Consumer Price Index,1,6.744791666666536,8.900000000000574,1.3195366795367902,1,8.900000000000574,-10.100000000000573,-10.100000000000573
2017-09-01T12:30:00+00:00,Employment Situation (NFP),1,7.711458333333384,42.40000000000022,5.498311495339719,1,42.69999999999996,-16.000000000001478,-16.000000000001478
2017-09-14T12:30:00+00:00,Consumer Price Index,1,9.810416666666706,-1.1999999999989797,0.12231896368645316,-1,14.600000000000168,-15.800000000000168,-15.800000000000168
2017-09-20T18:00:00+00:00,FOMC Statement (scheduled),1,11.49166666666664,-50.09999999999959,4.359680928208821,-1,114.19999999999986,43.99999999999857,43.99999999999857
2017-10-06T12:30:00+00:00,Employment Situation (NFP),1,8.438541666666508,-23.100000000000342,2.7374398222442595,-1,26.500000000000412,-27.70000000000041,-27.70000000000041
2017-10-13T12:30:00+00:00,Consumer Price Index,1,11.243750000000038,50.799999999999734,4.518065591995514,1,50.799999999999734,-27.599999999999756,-27.599999999999756
2017-11-01T18:00:00+00:00,FOMC Statement (scheduled),1,8.792708333333344,-2.5999999999992696,0.29569956166322664,-1,23.400000000000087,-24.600000000000087,-24.600000000000087
2017-11-03T12:30:00+00:00,Employment Situation (NFP),1,9.242708333333193,4.299999999999304,0.4652316014875911,1,7.399999999999629,-8.599999999999628,-8.599999999999628
2017-11-15T13:30:00+00:00,Consumer Price Index,1,10.39895833333325,16.40000000000086,1.5770810377642943,1,23.600000000001398,-24.800000000001397,-24.800000000001397
2017-12-08T13:30:00+00:00,Employment Situation (NFP),1,13.426041666666707,16.899999999999693,1.2587477694157543,1,18.899999999999473,-20.099999999999472,-20.099999999999472
2017-12-13T13:30:00+00:00,Consumer Price Index,1,8.061458333333201,28.000000000001357,3.473316966016506,1,30.49999999999997,44.549999999999955,62.09999999999947
2017-12-13T19:00:00+00:00,FOMC Statement (scheduled),1,8.16249999999979,9.099999999999664,1.1148545176110136,1,21.700000000000053,-22.900000000000052,-22.900000000000052
2018-01-05T13:30:00+00:00,Employment Situation (NFP),1,5.971875000000057,13.099999999999223,2.193615907901471,1,14.199999999999768,-15.399999999999768,-15.399999999999768
2018-01-12T13:30:00+00:00,Consumer Price Index,1,7.942708333333257,-26.500000000000412,3.336393442623035,-1,34.600000000000186,-35.80000000000019,-35.80000000000019
2018-01-31T19:00:00+00:00,FOMC Statement (scheduled),1,14.365624999999975,-30.90000000000037,2.1509680226234797,-1,56.30000000000024,-57.50000000000024,-57.50000000000024
2018-02-02T13:30:00+00:00,Employment Situation (NFP),1,11.860416666666557,-39.29999999999989,3.3135429474793816,-1,39.29999999999989,57.74999999999983,60.69999999999918
2018-02-14T13:30:00+00:00,Consumer Price Index,1,10.493750000000052,-47.59999999999876,4.536033353186279,-1,55.19999999999969,-56.39999999999969,-56.39999999999969
2018-03-09T13:30:00+00:00,Employment Situation (NFP),1,9.157291666666566,-7.600000000000939,0.8299397110682495,-1,34.000000000000696,-35.2000000000007,-35.2000000000007
2018-03-13T12:30:00+00:00,Consumer Price Index,1,7.473958333333331,45.000000000001705,6.020905923345178,1,51.000000000001044,24.399999999998958,24.399999999998958
2018-03-21T18:00:00+00:00,FOMC Statement (scheduled),1,8.49479166666653,35.20000000000189,4.143715511956145,1,54.700000000000855,31.299999999999752,31.299999999999752
2018-04-06T12:30:00+00:00,Employment Situation (NFP),1,7.641666666666769,7.199999999998319,0.9422028353323737,1,7.199999999998319,-8.399999999998318,-8.399999999998318
